----------------------------------------------------------------------------------------------
GENESIS
----------------------------------------------------------------------------------------------

CHAPTER 1
Ge 1:1	In da beginning, God created da heavens n da earth--
Ge 10:25	And 2 Eber 2 sons were born. Da name of da 1 wuz Peleg, 4 in his days da earth wuz divided, n da name of his bro wuz Joktan.
Ge 10:26	And Joktan fathered Almodad, Sheleph, Hazarmaveth, Jerah,
Ge 10:27	Hadoram, Uzal, Diklah,
Ge 10:28	Obal, Abimael, Sheba,
Ge 10:29	Ophir, Havilah, n Jobab. All deez were da sons of Joktan.
Ge 10:30	And their dwelling place extended from Mesha in da direction of Sephar 2 da hill country of da east.
Ge 10:31	Deez r da sons of Shem, accordin’ 2 their fams, accordin’ 2 their languages, in their lands, n accordin’ 2 their nations. 

Ge 10:32	Deez r da fams of da sons of Noah, accordin’ 2 their gens n in their nations. And from deez da nations spread abroad on da earth after da flood. 


CHAPTER 11
Ge 11:1	Now da whole earth had 1 language n da same words.
Ge 11:2	And as ppl migrated from da east they found a plain in da land of Shinar n settled there.
Ge 11:3	And they said 2 each other, "Come, let’s make bricks n burn them thoroughly." And they had brick 4 stone n they had tar 4 mortar.
Ge 11:4	And they said, "Come, let’s build ourselves a city n a tower whose top reaches 2 da heavens. And let’s make a name 4 ourselves, lest we be scattered over da face of da whole earth." 

Ge 11:5	Then YHWH came down 2 c da city n da tower dat humankind wuz building.
Ge 11:6	And YHWH said, "Look, they’re 1 ppl w 1 language, n dis is only da beginning of wut they’ll do. So now nothin’ dat they intend 2 do gonna be impossible 4 them.
Ge 11:7	Come, let’s go down n confuzzle their language there, so dat they’ll not understand each other's language."
Ge 11:8	So YHWH scattered them from there over da face of da whole earth, n they stopped building da city.
Ge 11:9	So its name wuz called Babel, 4 there YHWH confuzzled da language of da whole earth, n there YHWH scattered them over da face of da whole earth. 

Ge 11:10	Deez r da gens of Shem. When Shem wuz 1 hundred yrs old, he fathered Arphaxad, 2 yrs after da flood.
Ge 11:11	And Shem lived 5 hundred yrs after he fathered Arphaxad, n he fathered other sons n daughters.
Ge 11:12	When Arphaxad had lived thirty-5 yrs, he fathered Shelah.
Ge 11:13	And Arphaxad lived 4 hundred n 3 yrs after he fathered Shelah, n he fathered other sons n daughters.
Ge 11:14	When Shelah had lived thirty yrs, he fathered Eber.
Ge 11:15	And Shelah lived 4 hundred n 3 yrs after he fathered Eber, n he fathered other sons n daughters.
Ge 11:16	When Eber had lived thirty-4 yrs, he fathered Peleg.
Ge 11:17	And Eber lived 4 hundred n thirty yrs after he fathered Peleg, n he fathered other sons n daughters.
Ge 11:18	When Peleg had lived thirty yrs, he fathered Reu.
Ge 11:19	And Peleg lived 2 hundred n 9 yrs after he fathered Reu, n he fathered other sons n daughters.
Ge 11:20	When Reu had lived thirty-2 yrs, he fathered Serug.
Ge 11:21	And Reu lived 2 hundred n 7 yrs after he fathered Serug, n he fathered other sons n daughters.
Ge 11:22	When Serug had lived thirty yrs, he fathered Nahor.
Ge 11:23	And Serug lived 2 hundred yrs after he fathered Nahor, n he fathered other sons n daughters.
Ge 11:24	When Nahor had lived 20-9 yrs, he fathered Terah.
Ge 11:25	And Nahor lived 1 hundred n 19 yrs after he fathered Terah, n he fathered other sons n daughters.
Ge 11:26	When Terah had lived seventy yrs, he fathered Abram, Nahor, n Haran. 

Ge 11:27	Now deez r da gens of Terah. Terah fathered Abram, Nahor, n Haran, n Haran fathered Lot.
Ge 11:28	And Haran died in da presence of Terah his dad in da land of his birth, in Ur of da Chaldeans.
Ge 11:29	And Abram n Nahor took wives 4 themselves. Da name of da wife of Abram wuz Sarai, n da name of da wife of Nahor wuz Milcah, da daughter of Haran, da dad of Milcah n Iscah.
Ge 11:30	And Sarai wuz barren; she had no kid.
Ge 11:31	And Terah took Abram his son, n Lot, da son of Haran, his grandson, n Sarai his daughter-in-law, da wife of Abram his son, n went out w them from Ur of da Chaldeans 2 go 2 da land of Canaan. And they went 2 Haran, n they settled there.
Ge 11:32	And da days of Terah were 2 hundred n 5 yrs, n Terah died in Haran. 


CHAPTER 12
Ge 12:1	And YHWH said 2 Abram, "Go out from yo land n from yo relatives, n from da house of yo dad, 2 da land dat i’ll show u.
Ge 12:2	And i’ll make u a great nation, n i’ll bless u, n i’ll make yo name great. And u gonna be a blessing.
Ge 12:3	And i’ll bless those who bless u, n those who curse u i’ll curse. And all fams of da earth gonna be blessed in u." 

Ge 12:4	And Abram went out as YHWH had told him, n Lot went w him. Now Abram wuz seventy-5 yrs old when he went out from Haran.
Ge 12:5	And Abram took Sarai his wife, n Lot his nephew, n all their possessions dat they had gathered, n all da persons dat they had acquired in Haran, n they went out 2 go 2 da land of Canaan. And they went 2 da land of Canaan.
Ge 12:6	And Abram traveled thru da land up 2 da place of Shechem, 2 da Oak of Moreh. Now da Canaanites were in da land at dat time.
Ge 12:7	And YHWH appeared 2 Abram n said, "2 yo offspring i’ll give dis land." And he built an altar there 2 YHWH, who had appeared 2 him.
Ge 12:8	And he moved on from there 2 da hill country, east of Bethel. And he pitched his tent at Bethel on da west, n at Ai on da east. And he built an altar there 2 YHWH. And he called on da name of YHWH.
Ge 12:9	And Abram kept moving on, toward da Negev.
Ge 12:10	And there wuz a famine in da land. And Abram went down 2 Egypt 2 dwell as an alien there, 4 da famine wuz severe in da land.
Ge 12:11	And it happened dat as he drew near 2 enter into Egypt, he said 2 Sarai his wife, "Look now, i kno dat u r a woman beautiful of appearance,
Ge 12:12	n it’ll happen dat, if da Egyptians c u, then they’ll say, 'Dis is his wife,' then they’ll kill me but let u live.
Ge 12:13	Please say u r my sister so dat it’ll go well 4 me on yo account. Then i’ll live on account of u."
Ge 12:14	And it happened dat as Abram came into Egypt, da Egyptians saw da woman, dat she wuz beautiful af.
Ge 12:15	And da officials of Pharaoh saw her, n they praised her beauty 2 Pharaoh. And da woman wuz taken 2 da house of Pharaoh.
Ge 12:16	And he dealt well w Abram on account of her, n he had sheep, cattle, male donkeys, male servants, female servants, female donkeys, n camels.
Ge 12:17	Then YHWH afflicted Pharaoh n his household w severe plagues on account of da matter of Sarai da wife of Abram.
Ge 12:18	Then Pharaoh called 4 Abram n said, "Wut is dis u hav done 2 me? Y did u not tell me dat she wuz yo wife?
Ge 12:19	Y did u say 'She is my sister,' so dat i took her 2 myself as a wife? Now then, here is yo wife. Take her n go."
Ge 12:20	And Pharaoh commanded his men abt him, n then sent him n his wife n all dat wuz w him away. 


CHAPTER 13
Ge 13:1	Then Abram went up from Egypt, he n his wife n all dat wuz w him. And Lot went w him 2 da Negev.
Ge 13:2	Now Abram wuz wealthy af in livestock, in silver, n in gold.
Ge 13:3	And he went accordin’ 2 his journey from da Negev, then 2 Bethel, 2 da place where his tent wuz at da beginning, between Bethel n Ai,
Ge 13:4	2 da place where he had made an altar at da beginning. And Abram called on da name of YHWH there.
Ge 13:5	And Lot, who went w Abram, also had herds n tents.
Ge 13:6	And da land couldn't support them so as 2 live together, cuz their possessions were so many dat they weren't able 2 live together.
Ge 13:7	And there wuz a quarrel between da herdsmen of da livestock of Abram n da herdsmen of da livestock of Lot. Now at dat time da Canaanites n da Perizzites were livin’ in da land.
Ge 13:8	Then Abram said 2 Lot, "Please, let there not be quarreling between me n u, n between my shepherds n yo shepherds, 4 we men r bros.
Ge 13:9	Is not da whole land b4 u? Separate yoself from me. If u want wut is on da left, then i’ll go right; if u want wut is on da right, i’ll go left."
Ge 13:10	And Lot lifted up his eyes n saw da whole plain of da Jordan, dat all of 'twas well-watered land--dis wuz b4 YHWH destroyed Sodom n Gomorrah--like da garden of YHWH, like da land of Egypt in da direction of Zoar.
Ge 13:11	So Lot chose 4 himself all da plain of da Jordan. And Lot journeyed from da east, n so they separated from each other.
Ge 13:12	Abram settled in da land of Canaan, n Lot settled in da cities of da plain. And he pitched his tent toward Sodom.
Ge 13:13	Now da men of Sodom were extremely wicked sinners against YHWH.
Ge 13:14	And YHWH said 2 Abram after Lot had separated from him, "Now, lift up yo eyes n look from da place where u r 2 da north, n 2 da south, n 2 da east n 2 da west,
Ge 13:15	4 all da land which u c i’ll give 2 u, n 2 yo descendants, 4ever.
Ge 13:16	i’ll make yo descendants like da dust of da earth which, if anyone were able 2 count da dust of da earth, yo descendants would be so counted.
Ge 13:17	Arise, go thru da length of da land n thru its breadth, cuz i’ll give it 2 u."
Ge 13:18	So Abram pitched his tent, n he came n settled at da oaks of Mamre, which were at Hebron. And there he built an altar 2 YHWH. 


CHAPTER 14
Ge 14:1	And it happened dat in da days of Amraphel, da king of Shinar, Arioch, da king of Ellasar, Kedorlaomer, da king of Elam, n Tidal, da king of Goiim,
Ge 14:2	made war w Bera, da king of Sodom, n Birsha, da king of Gomorrah, Shinab, da king of Admah, n Shemeber, da king of Zeboiim, n da king of Bela (dat’s, Zoar).
Ge 14:3	All deez joined forces at da valley of Siddim (dat’s, da sea of da salt).
Ge 14:4	12 yrs they had served Kedorlaomer, but in da 13th yr they rebelled.
Ge 14:5	In da 14th yr Kedorlaomer n da kings who were w him came n rekt da Rephaim in Ashteroth-Karnaim, n da Zuzim in Ham, n da Emim in Shaveh-Kiriathaim,
Ge 14:6	And da Horites in their hill country of Seir, as far as El-Paran, which is at da wilderness.
Ge 14:7	Then they turned back n came 2 En-Mishpat (dat’s, Kadesh). And they rekt da whole territory of da Amalekites, n also da Amorites who were livin’ in Hazazon-Tamar.
Ge 14:8	Then da king of Sodom, da king of Gomorrah, da king of Admah, da king of Zeboiim, n da king of Bela (dat’s, Zoar) went out, n they took up battle position in da Valley of Siddim
Ge 14:9	w Kedorlaomer, king of Elam, n Tidal, king of Goiim, n Amraphel, king of Shinar, n Arioch, king of Ellasar, 4 kings against 5.
Ge 14:10	Now da Valley of Siddim wuz full of tar pits. And da kings of Sodom n Gomorrah fled n fell into them, but da rest fled 2 da mountains.
Ge 14:11	So they took all da possessions of Sodom n Gomorrah n all their provisions, n they left.
Ge 14:12	And they took Lot, da son of da bro of Abram, n his possessions, n left. (Now he had been livin’ in Sodom.)
Ge 14:13	Then 1 who escaped came n told Abram da Hebrew. And he wuz livin’ at da oaks of Mamre da Amorite, bro of Eshcol n bro of Aner. They were allies w Abram.
Ge 14:14	When Abram heard dat his relative wuz taken captive, he summoned his trained men, born in his house, 3 hundred n 18 of them, n he went in pursuit up 2 Dan.
Ge 14:15	And he divided his trained men against them at night, he n his servants. And he rekt them n pursued them 2 Hobah, which is north of Damascus.
Ge 14:16	And he brought back all da possessions. And he also brought back Lot, his relative, n his possessions, n da women n da ppl as well. 

Ge 14:17	After his return from defeating Kedorlaomer n da kings who were w him, da king of Sodom went out 2 meet him at da Valley of Shaveh (dat’s, da Valley of da King).
Ge 14:18	And Melchizedek, da king of Salem, brought out bread n wine. (He wuz da priest of God Most High).
Ge 14:19	And he blessed him n said, 
 "Blessed be Abram by God Most High, Maker of heaven n earth.
Ge 14:20	And blessed be God Most High who delivered yo enemies into yo hand."
 And he gave 2 him a 10th of everythin’.
Ge 14:21	And da king of Sodom said 2 Abram, "Give me da ppl, but da possessions take 4 yoself."
Ge 14:22	And Abram said 2 da king of Sodom, "i’ve raised my hand 2 YHWH, God Most High, Maker of heaven n earth,
Ge 14:23	dat neither a thread nor a thong of a sandal would i take from all dat belongs 2 u, dat u might not say, 'i made Abram rich.'
Ge 14:24	Nothin’ besides wut da servants hav eaten n da share of da men who went out w me will i take. Let Aner, Eshcol, n Mamre take their share." 


CHAPTER 15
Ge 15:1	After deez tingz da word of YHWH came 2 Abram in a vision, sayin’: "Don’t be afraid, Abram; im yo shield, n yo reward will be great af."
Ge 15:2	Then Abram said, "O YHWH, my Lord, wut will u gimme? i continue 2 be without kids, n my heir is Eliezer of Damascus."
Ge 15:3	And Abram said, "Look, u haven't given me a descendant, n here, a member of my household is my heir."
Ge 15:4	And look, da word of YHWH came 2 him sayin’, "Dis person won’t be yo heir, but yo own son gonna be yo heir."
Ge 15:5	And he brought him outside n said, "Look toward da heavens n count da stars if u r able 2 count them." And he said 2 him, "So will yo offspring be."
Ge 15:6	And he believed in YHWH, n he reckoned it 2 him as righteousness.
Ge 15:7	And he said 2 him, "im YHWH, who brought u out from Ur of da Chaldeans 2 give dis land 2 u, 2 possess it."
Ge 15:8	And he said, "O YHWH God, how will i kno dat i’ll possess it?"
Ge 15:9	And he said 2 him, "Take 4 me a 3-yr-old heifer, n a 3-yr-old female goat, n a 3-yr-old ram, n a turtledove n a yung pigeon."
Ge 15:10	And he took 4 him all deez n cut them in pieces down da middle. And he put each piece opposite da other, but da birbs he didn't cut.
Ge 15:11	And da birbs of prey came down on da carcasses, but Abram drove them away.
Ge 15:12	And it happened, as da sun went down, then a deep sleep fell on Abram n, look, a great terrifying darkness fell on him.
Ge 15:13	And he said 2 Abram, "U must ofc kno dat yo descendants will be as aliens in a land not their own. And they’ll serve them n they’ll oppress them 4 hundred yrs.
Ge 15:14	And also da nation dat they serve i’ll judge. Then afterward they’ll go out w great possessions.
Ge 15:15	And as 4 u, u will go 2 yo ancestors in pce; u will be buried in a gud old age.
Ge 15:16	And da 4th generation will return here, 4 da guilt of da Amorites isn’t yet complete."
Ge 15:17	And after da sun had gone down n 'twas dusk, look, a smoking firepot n a flaming torch passed between those half pieces.
Ge 15:18	On dat day YHWH made a covenant w Abram sayin’, "2 yo offspring i’ll give dis land, from da river of Egypt 2 da great river, da Euphrates river,
Ge 15:19	da land of da Kenites, da Kenizzites, da Kadmonites,
Ge 15:20	da Hittites, da Perizzites, da Rephaim,
Ge 15:21	da Amorites, da Canaanites, da Girgashites, n da Jebusites." 
